raceId,year,round,circuitId,name,date,time,url,driverId,driverRef,number,code,forename,surname,dob,nationality,driver_url,Car,Warning,Entire Line
1029,2019,20,18,Brazilian Grand Prix,2019-11-17,17:10:00,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,817,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,car 3,incident with car 20 in turn 4,Offence - Car 3 (incident with car 20 in turn 4)
1029,2019,20,18,Brazilian Grand Prix,2019-11-17,17:10:00,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,car 55,pu elements,Offence - Car 55 (PU elements)
1029,2019,20,18,Brazilian Grand Prix,2019-11-17,17:10:00,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,car 16,pu element,Offence - Car 16 (PU element)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,track limits turn 19 deletion of lap time,Offence - Car 4 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,incident with car 11 in turn 15,Offence - Car 26 (incident with car 11 in turn 15)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,car 33,race - track limits turn 19 deletion of lap time,Offence - Car 33 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,race - track limits turn 19 deletion of lap time,Offence - Car 4 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,2nd - race - track limits turn xx deletion of lap time,Offence - Car 20 (2nd - Race - track limits turn xx deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_%28racing_driver%29,car 63,race - track limits turn 19 deletion of lap time,Offence - Car 63 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,841,giovinazzi,99,GIO,Antonio,Giovinazzi,1993-12-14,Italian,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,car 99,2nd - race - track limits turn 19 deletion of lap time,Offence - Car 99 (2nd - Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,154,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,car 8,2nd - race - track limits turn 19 deletion of lap time,Offence - Car 8 (2nd - Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,2nd - race - track limits turn 19 deletion of lap time,Offence - Car 26 (2nd - Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,race - track limits turn 19 deletion of lap time,Offence - Car 26 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,841,giovinazzi,99,GIO,Antonio,Giovinazzi,1993-12-14,Italian,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,car 99,race - track limits turn 19 deletion of lap time,Offence - Car 99 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,154,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,car 8,race - track limits turn 19 deletion of lap time,Offence - Car 8 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,race - track limits turn 19 deletion of lap time,Offence - Car 20 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,car 55,race - track limits turn 19 deletion of lap time,Offence - Car 55 (Race - track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,q3 track limits turn 19 deletion of lap time,Offence - Car 23 (Q3 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,q2 track limits turn 19 deletion of lap time,Offence - Car 26 (Q2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,car 5,p3 track limits turn 19 deletion of lap time,Offence - Car 5 (P3 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,pu elements,Offence - Car 11 (PU elements)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,failure to stop for weighing,Offence - Car 11 (failure to stop for weighing)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_%28racing_driver%29,car 63,p2 track limits turn 19 deletion of lap time,Offence - Car 63 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,car 44,p2 track limits turn 19 deletion of lap time,Offence - Car 44 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,car 44,p2 track limits turn 19 deletion of lap time,Offence - Car 44 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,car 5,p2 track limits turn 19 deletion of lap time,Offence - Car 5 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,p2 track limits turn 19 deletion of lap time,Offence - Car 4 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,p2 track limits turn 19 deletion of lap time,Offence - Car 23 (P2 track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,track limits turn 19 deletion of lap time,Offence - Car 4 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,car 33,track limits turn 19 deletion of lap time,Offence - Car 33 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,car 44,track limits turn 19 deletion of lap time,Offence - Car 44 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,track limits turn 19 deletion of lap time,Offence - Car 26 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,car 16,track limits turn 19 deletion of lap time,Offence - Car 16 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,track limits turn 19 deletion of lap time,Offence - Car 20 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll,car 18,track limits turn 19 deletion of lap time,Offence - Car 18 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly,car 10,track limits turn 19 deletion of lap time,Offence - Car 10 (track limits turn 19 deletion of lap time)
1028,2019,19,69,United States Grand Prix,2019-11-03,19:10:00,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,track limits turn 19 deletion of lap time,Offence - Car 23 (track limits turn 19 deletion of lap time)
1027,2019,18,32,Mexican Grand Prix,2019-10-27,19:10:00,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,turn 16 incident with car 27,Offence - Car 26 (Turn 16 incident with car 27)
1027,2019,18,32,Mexican Grand Prix,2019-10-27,19:10:00,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,car 33,failure to slow for a yellow flag,Offence - Car 33 (failure to slow for a yellow flag)
1027,2019,18,32,Mexican Grand Prix,2019-10-27,19:10:00,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,154,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,car 8,track limits - deletion of lap time,Offence - Car 8 (track limits - deletion of lap time)
1026,2019,17,22,Japanese Grand Prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,car 16,unsafe condition,Offence - Car 16 (unsafe condition)
1026,2019,17,22,Japanese Grand Prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,car 16,turn 1 incident with car 33,Offence - Car 16 (turn 1 incident with car 33)
1026,2019,17,22,Japanese Grand Prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,car 88,gearbox,Offence - Car 88 (Gearbox)
1026,2019,17,22,Japanese Grand Prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,gearbox,Offence - Car 20 (Gearbox)
1026,2019,17,22,Japanese Grand Prix,2019-10-13,05:10:00,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,pit lane speeding,Offence - Car 11 (Pit lane speeding)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,leaving the track and not re-joining as instructed,Offence - Car 20 (leaving the track and not re-joining as instructed)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,car 7,false start,Offence - Car 7 (False Start)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,gearbox,Offence - Car 23 (Gearbox)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,pu elements,Offence - Car 23 (PU Elements)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,change of floor,Offence - Car 23 (Change of floor)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,pu elements,Offence - Car 26 (PU elements)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly,car 10,pit lane speeding,Offence - Car 10 (Pit lane speeding)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,car 88,pu elements,Offence - Car 88 (PU elements)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,pu elements,Offence - Car 23 (PU elements)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly,car 10,pu elements,Offence - Car 10 (PU elements)
1025,2019,16,71,Russian Grand Prix,2019-09-29,11:10:00,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,car 33,pu elements,Offence - Car 33 (PU elements)
1024,2019,15,15,Singapore Grand Prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,841,giovinazzi,99,GIO,Antonio,Giovinazzi,1993-12-14,Italian,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,car 99,turn 8 incident,Offence - Car 99 (Turn 8 Incident)
1024,2019,15,15,Singapore Grand Prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,817,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,car 3,pu elements,Offence - Car 3 (PU elements)
1024,2019,15,15,Singapore Grand Prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,817,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,car 3,mgu-k power limit,Offence - Car 3 (MGU-K Power Limit)
1024,2019,15,15,Singapore Grand Prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,gearbox,Offence - Car 11 (gearbox)
1024,2019,15,15,Singapore Grand Prix,2019-09-22,12:10:00,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,incident with car 20,Offence - Car 11 (incident with car 20)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll,car 18,rejoined the track unsafely,Offence - Car 18 (rejoined the track unsafely)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,20,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,car 5,leaving the track and rejoining unsafely,Offence - Car 5 (leaving the track and rejoining unsafely)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,leaving the track and gaining an advantage,Offence - Car 23 (leaving the track and gaining an advantage)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,car 7,wrong tyres used,Offence - Car 7 (Wrong tyres used)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,car 7,gearbox,Offence - Car 7 (Gearbox)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,8,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,car 7,pu elements,Offence - Car 7 (PU elements)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,car 11,pu elements,Offence - Car 11 (PU elements)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,car 55,driving unnessarily slowly,Offence - Car 55 (driving unnessarily slowly)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll,car 18,driving unnecessarily slowly,Offence - Car 18 (driving unnecessarily slowly)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,807,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,car 27,driving unnessarily slowly,Offence - Car 27 (driving unnessarily slowly)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,826,kvyat,26,KVY,Daniil,Kvyat,1994-04-26,Russian,http://en.wikipedia.org/wiki/Daniil_Kvyat,car 26,track limits,Offence - Car 26 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll,car 18,track limits,Offence - Car 18 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc,car 16,track limits,Offence - Car 16 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon,car 23,track limits,Offence - Car 23 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen,car 20,track limits,Offence - Car 20 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,154,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,car 8,track limits,Offence - Car 8 (Track limits)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,pu elements,Offence - Car 4 (PU elements)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen,car 33,pu elements,Offence - Car 33 (PU elements)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly,car 10,pu elements,Offence - Car 10 (PU elements)
1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris,car 4,pu elements,Offence - Car 4 (PU elements)
1022,2019,13,13,Belgian Grand Prix,2019-09-01,13:10:00,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,car 88,pu elements and change of setup,Offence - Car 88 (PU elements and change of setup)
1022,2019,13,13,Belgian Grand Prix,2019-09-01,13:10:00,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,9,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,car 88,gearbox,Offence - Car 88 (Gearbox)
1022,2019,13,13,Belgian Grand Prix,2019-09-01,13:10:00,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,841,giovinazzi,99,GIO,Antonio,Giovinazzi,1993-12-14,Italian,http://en.wikipedia.org/wiki/Antonio_Giovinazzi,car 99,gearbox,Offence - Car 99 (Gearbox)
1022,2019,13,13,Belgian Grand Prix,2019-09-01,13:10:00,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.,car 55,pu elements,Offence - Car 55 (PU Elements)
